id,name,source_ref,description,type_dims,level_dims,basis_dims,environment_dims,mode_dims,physicality_dims,cognitive_dims
04509f2c-c2e3-58ea-9c54-bfed2a453411,Computer Programmers,15-1251.00,"Create, modify, and test the code and scripts that allow computer applications to run. Work from specifications drawn up by software and web developers or other individuals. May develop and write computer programs to store, locate, and retrieve specific documents, data, and information.",,,,,,,
903beb1b-3b3c-52c2-bbbb-8b3011366123,Software Developers,15-1252.00,"Research, design, and develop computer and network software or specialized utility programs. Analyze user needs and develop software solutions, applying principles and techniques of computer science, engineering, and mathematical analysis. Update software or enhance existing software capabilities. May work with computer hardware engineers to integrate hardware and software systems, and develop specifications and performance requirements. May maintain databases within an application area, working individually or coordinating database development as part of a team.",,,,,,,
7c8e49fa-20de-5b6b-8916-33100a09f4ee,Software Quality Assurance Analysts and Testers,15-1253.00,"Develop and execute software tests to identify software problems and their causes. Test system modifications to prepare for implementation. Document software and application defects using a bug tracking system and report defects to software or web developers. Create and maintain databases of known defects. May participate in software design reviews to provide input on functional requirements, operational characteristics, product designs, and schedules.",,,,,,,
9204a396-48cb-58ec-ade7-181627653a72,Web Developers,15-1254.00,"Develop and implement websites, web applications, application databases, and interactive web interfaces. Evaluate code to ensure that it is properly structured, meets industry standards, and is compatible with browsers and devices. Optimize website performance, scalability, and server-side code and processes. May develop website infrastructure and integrate websites with other computer applications.",,,,,,,
09bae4ec-6e1d-5bd5-999a-39c3acd7c0df,Web and Digital Interface Designers,15-1255.00,"Design digital user interfaces or websites. Develop and test layouts, interfaces, functionality, and navigation menus to ensure compatibility and usability across browsers or devices. May use web framework applications as well as client-side code and processes. May evaluate web design following web and accessibility standards, and may analyze web use metrics and optimize websites for marketability and search engine ranking. May design and test interfaces that facilitate the human-computer interaction and maximize the usability of digital devices, websites, and software with a focus on aesthetics and design. May create graphics used in websites and manage website content and links.",,,,,,,
97e91537-d710-5b34-9492-c476d6bf6aba,Video Game Designers,15-1255.01,"Design core features of video games. Specify innovative game and role-play mechanics, story lines, and character biographies. Create and maintain design documentation. Guide and collaborate with production staff to produce games as designed.",,,,,,,
f3712572-1a76-58f1-bf3b-d2b6e91c7430,Web Administrators,15-1299.01,"Manage web environment design, deployment, development and maintenance activities. Perform testing and quality assurance of web sites and web applications.",,,,,,,
e086017a-9490-5412-a659-69d4004d31b8,Geographic Information Systems Technologists and Technicians,15-1299.02,"Assist scientists or related professionals in building, maintaining, modifying, or using geographic information systems (GIS) databases. May also perform some custom application development or provide user support.",,,,,,,
fefbbde1-a99c-5e84-af74-b97334b59aef,Document Management Specialists,15-1299.03,"Implement and administer enterprise-wide document management systems and related procedures that allow organizations to capture, store, retrieve, share, and destroy electronic records and documents.",,,,,,,
ee556eaf-b0e5-517c-a5ca-ba06ce81ebbd,Penetration Testers,15-1299.04,Evaluate network system security by conducting simulated internal and external cyberattacks using adversary tools and techniques. Attempt to breach and exploit critical systems and gain access to sensitive information to assess system security.,,,,,,,
cfe962e2-e9a2-53ab-868a-fcf66393f2a2,Information Security Engineers,15-1299.05,"Develop and oversee the implementation of information security procedures and policies. Build, maintain and upgrade security technology, such as firewalls, for the safe use of computer networks and the transmission and retrieval of information. Design and implement appropriate security controls to identify vulnerabilities and protect digital files and electronic infrastructures. Monitor and respond to computer security breaches, viruses, and intrusions, and perform forensic investigation. May oversee the assessment of information security systems.",,,,,,,
52bb30ab-8f34-54fa-b482-4f5908ec5d15,Digital Forensics Analysts,15-1299.06,"Conduct investigations on computer-based crimes establishing documentary or physical evidence, such as digital media and logs associated with cyber intrusion incidents. Analyze digital evidence and investigate computer security incidents to derive information in support of system and network vulnerability mitigation. Preserve and present computer-related evidence in support of criminal, fraud, counterintelligence, or law enforcement investigations.",,,,,,,
0d270605-37e5-5978-8b55-c682e89ef2d8,Blockchain Engineers,15-1299.07,"Maintain and support distributed and decentralized blockchain-based networks or block-chain applications such as cryptocurrency exchange, payment processing, document sharing, and digital voting. Design and deploy secure block-chain design patterns and solutions over geographically distributed networks using advanced technologies. May assist with infrastructure setup and testing for application transparency and security.",,,,,,,
0d457793-c0b3-5f17-9773-b98ce210fecd,Computer Systems Engineers/Architects,15-1299.08,"Design and develop solutions to complex applications problems, system administration issues, or network concerns. Perform systems management and integration functions.",,,,,,,
0c750ca0-8372-52eb-9233-20e475ad5b76,Information Technology Project Managers,15-1299.09,"Plan, initiate, and manage information technology (IT) projects. Lead and guide the work of technical staff. Serve as liaison between business and technical aspects of projects. Plan project stages and assess business implications for each stage. Monitor progress to assure deadlines, standards, and cost targets are met.",,,,,,,
1edd99ac-3d8a-5638-a3d9-980d0427c0e4,Actuaries,15-2011.00,"Analyze statistical data, such as mortality, accident, sickness, disability, and retirement rates and construct probability tables to forecast risk and liability for payment of future benefits. May ascertain insurance rates required and cash reserves necessary to ensure payment of future benefits.",,,,,,,
201274a9-a2c7-5a16-9149-e75c70c5f648,Mathematicians,15-2021.00,"Conduct research in fundamental mathematics or in application of mathematical techniques to science, management, and other fields. Solve problems in various fields using mathematical methods.",,,,,,,
ad92f717-5d81-5b82-8796-2f6068cbc8a8,Operations Research Analysts,15-2031.00,"Formulate and apply mathematical modeling and other optimizing methods to develop and interpret information that assists management with decisionmaking, policy formulation, or other managerial functions. May collect and analyze data and develop decision support software, services, or products. May develop and supply optimal time, cost, or logistics networks for program evaluation, review, or implementation.",,,,,,,
b7aa03e8-9a34-5e32-97f1-0c7dc6c78d21,Statisticians,15-2041.00,"Develop or apply mathematical or statistical theory and methods to collect, organize, interpret, and summarize numerical data to provide usable information. May specialize in fields such as biostatistics, agricultural statistics, business statistics, or economic statistics. Includes mathematical and survey statisticians.",,,,,,,
efd48f99-6dbf-5bac-ae51-da34ed75f15f,Biostatisticians,15-2041.01,Develop and apply biostatistical theory and methods to the study of life sciences.,,,,,,,
8a85cee3-6410-55cd-9460-f440478ce2e7,Data Scientists,15-2051.00,"Develop and implement a set of techniques or analytics applications to transform raw data into meaningful information using data-oriented programming languages and visualization software. Apply data mining, data modeling, natural language processing, and machine learning to extract and analyze information from large structured and unstructured datasets. Visualize, interpret, and report data findings. May create dynamic data reports.",,,,,,,
