occupation_id,task_id,type,mode,environment
3d6d361c-5574-557e-9732-f27215e3a314,3a424598-aa16-5c51-8093-bc30a69b0975,Core,Physical Tool,Outdoors
3d6d361c-5574-557e-9732-f27215e3a314,82d33e1c-235d-53a2-9208-30dc03f8ca5d,Core,Communication,Public-Facing
3822b48a-1018-5b13-b12d-2c13e0715605,94a44e79-a9cb-5661-a950-641714248821,Core,Physical Tool,Public-Facing
3822b48a-1018-5b13-b12d-2c13e0715605,999eb515-08d9-5371-9895-9e96e20d0830,Core,Physical Action,Outdoors
3822b48a-1018-5b13-b12d-2c13e0715605,8ea8508c-d725-5035-96d6-99daaf43bb4f,Core,Physical Action,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,909ff4c9-6681-54ca-821e-673e9deceb0a,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,f3c77c8a-b423-5736-b4b0-d4b9ae1e16bd,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,0e447256-ce04-5a67-94bb-2f82d0348475,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,6a1cb42e-c5d5-55c0-b77e-5fa9c664535b,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,32b23046-6401-5a57-a652-9cdf39184fd5,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,05695e55-f817-52b7-b47b-031362c877e6,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,5d17f433-ae5d-5b79-a8de-c2c6a7dba927,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,ad06819e-3bad-5cff-a64b-c4ccd598d00d,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,79943a04-bb88-5da1-9262-b7322c92299a,Core,Physical Action,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,8959ca7a-9268-55e8-86af-1437969f23d7,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,70d570b8-7b13-5e91-9eb1-06c7dd69d027,Core,Physical Action,Outdoors
3822b48a-1018-5b13-b12d-2c13e0715605,50cb1340-9c40-50ac-b2b1-75945cbc56c8,Supplemental,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,b7cb1280-d677-50b0-a5c3-1f1ad128c219,Core,Physical Tool,Outdoors
3822b48a-1018-5b13-b12d-2c13e0715605,e59d5a74-d072-59de-9999-aa314acbe129,Core,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,a75ade41-56b1-5aab-b2b8-1646722e5390,Supplemental,Physical Tool,Indoors (Office/Lab)
3822b48a-1018-5b13-b12d-2c13e0715605,4e368a8d-95c4-59b6-905f-d47122bc9896,Core,Physical Tool,Outdoors
3822b48a-1018-5b13-b12d-2c13e0715605,f424f645-ffe6-533d-88ba-8b23212bfbde,Core,Physical Tool,Outdoors
3822b48a-1018-5b13-b12d-2c13e0715605,9be784a2-8858-5506-b6d3-675d50d24aa1,Core,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,b0ea4181-c4f8-5337-b619-11e9ea9e6a98,Supplemental,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,2963ce30-679c-5ac9-a193-65d443277696,Supplemental,Physical Action,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,471741b9-1cc6-5128-be2b-3648d857b88f,Core,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,e8031340-29c3-551b-aecd-5cb7218b82e2,Supplemental,Physical Action,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,2d66a339-4abf-55be-9649-0b37534ff2f2,Core,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,a3c7c5e5-5ba5-5112-ae4b-515553abfbef,Supplemental,Physical Tool,Public-Facing
f5b92492-4478-5de8-8947-b005ec3d276b,b1da3a05-5b50-59ec-a79f-f174f9a373af,Core,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,70119e69-cb2e-5f4c-b34d-9843732895c0,Supplemental,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,45527050-b334-5f4a-b847-469fe46ba54d,Core,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,74d1ee29-982d-5ec4-9848-1905a9bd7aab,Core,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,e576ce42-18e6-50a7-92be-fdd82a2af5f3,Core,Physical Tool,Public-Facing
f5b92492-4478-5de8-8947-b005ec3d276b,68b9b24e-3fa4-570a-8719-5f1b6c922323,Core,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,fc72df79-1eea-5323-a16c-dda020dc1c86,Supplemental,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,452cfce7-e6c7-520a-b8c1-9c0204a76cdf,Core,Physical Action,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,faf1267c-2d5c-560a-ab13-8ba5a7b1f6c0,Supplemental,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,adf61353-748e-583e-8e1f-2aaaa6f251dc,Supplemental,Physical Tool,Public-Facing
f5b92492-4478-5de8-8947-b005ec3d276b,5885f7b8-fef4-5729-a52d-1ca96038db25,Supplemental,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,22749018-6b65-5059-93cf-a7f83cd9d197,Supplemental,Physical Tool,Public-Facing
f5b92492-4478-5de8-8947-b005ec3d276b,3a25f661-5b39-5848-9cd2-f426a845b5ef,Supplemental,Physical Tool,Indoors (Office/Lab)
f5b92492-4478-5de8-8947-b005ec3d276b,0aeefef6-f0c7-55e3-ac2d-07d0b2520e81,Supplemental,Physical Tool,Indoors (Office/Lab)
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,775fba40-ac47-5759-9720-ab04f4d4b1a5,Core,Software/Technology,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,2a53afed-b1fa-5035-853c-9401d278e1f7,Core,Process/Method,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,198cc358-e5c1-5b53-9bb1-2ad9332f5909,Core,Process/Method,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,db340627-2850-5f52-8d30-db3b1aab3762,Core,Physical Tool,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,19bc1a2c-7f7f-5431-b727-408c71d2f419,Supplemental,Physical Action,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,a0940f48-f314-58ea-9236-1e017be526e3,Core,Physical Tool,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,dce76651-583a-555a-b33d-bb9f6286ace0,Core,Physical Tool,Indoors (Office/Lab)
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,bd1cb038-1b18-562e-b99d-bdcb0f367cc0,Core,Process/Method,Indoors (Office/Lab)
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,b3b2df8a-bdd3-5930-80cb-d48e18dcfc43,Core,Process/Method,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,e390f0cc-0f80-5646-bc93-71c37d16c3c1,Supplemental,Physical Tool,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,0cbde7f2-e09c-50b0-812b-592e2d61750b,Core,Physical Tool,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,e02fe49a-5c85-50cc-b9ba-d4d56487a07e,Core,Physical Tool,Outdoors
d78763ef-7c1f-52af-b1f1-d43f1f8b0354,b2af78ef-5246-57f6-9326-5b7340edddc8,Supplemental,Physical Action,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,78a4cb32-b6f9-5874-8ff4-5cb571a8015f,Supplemental,Physical Action,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,048606ae-6719-5e4b-9514-2e5ea43a33e9,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,19b2397f-0061-5101-a436-f597f9cf426a,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,7f28bea7-0fa8-515f-be1a-54f693751805,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,4437cf14-b615-56f0-94f5-b40d2b0b00f7,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,c2ac6864-a6d5-5cdb-9ea5-c9914f0afd38,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,eb1f3f06-1832-5ceb-b402-ce8f12884900,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,f0af20e0-8e35-58cc-bfec-5a8d50a73416,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,93e95de1-57f3-5e57-a06a-c98adad05d24,Supplemental,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,9d3cae09-bc49-57e1-a575-cb2a61cba1c0,Supplemental,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,551101a3-9ee0-52b1-b888-7e8f89f1cc62,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,622b109c-82c7-5aa4-b39e-18f0ed451ffb,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,095cf520-4284-5488-b61e-499e6a65f479,Core,Physical Action,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,6ef62d7b-70ba-5b79-ab8a-5e31472a27f9,Supplemental,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,39dadf08-14d1-5c8f-ab9e-463c4b5db305,Core,Physical Action,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,d413cb20-244c-5615-8032-07d84e14774a,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,6c0a98b5-ecd9-5228-8636-953d0bb76e4b,Supplemental,Physical Action,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,c9f28218-4f2d-5d3f-9705-3762e2b66c26,Supplemental,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,2bfb7550-90bd-578a-a9fd-ef99a70f7fca,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,2134b65e-a50f-5289-b584-762087af6957,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,7fa5469d-d016-5a11-af49-1103dfde8e6c,Supplemental,Physical Action,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,c604b0b2-1e5f-594e-927d-106420abcc11,Core,Physical Tool,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,f7349260-ba81-507a-9455-27a7daa6513b,Core,Physical Action,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,e66fbb1f-1312-5ba3-87f5-b3c2fdb6b9a0,Core,Physical Action,Public-Facing
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,e1466394-a8a9-5128-8ebb-c13e79dedad4,Supplemental,Physical Action,Outdoors
b7248b94-ff9c-5361-a971-dc0f77eb9c4c,431b07cf-0932-51e9-96d7-3afe61d163ff,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,da71229e-76a6-5514-a6ac-7ee4c4c87897,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,0417d483-40d5-5ca1-96a7-2b7ad393ff86,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,94fbe479-eb81-52c3-b02f-f01b01a97f45,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,ba376c0e-19e2-5dbb-aac4-40fa041f33bf,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,c0f3bbef-1aa8-53de-bb28-79357a3c3507,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,635c1cb6-8e82-580a-9272-7f046c53740e,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,a16b90d8-b0ae-5ae1-acbe-4b69e934a01e,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,4cb9c7cd-3629-56e2-b130-0733c58fff63,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,09195027-f51d-569b-800b-366ea77039ee,Core,Physical Tool,Outdoors
0d40b9f1-6bbc-5247-9f09-33cde46ee64b,1ac968f3-0361-5ba9-95e9-e5354977269e,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,856a528a-20fb-5f67-813b-9ab6d73b3d33,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,25d1dddc-235e-5347-b726-8908e469e9f8,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,99bcf26e-249a-5979-8f12-46e471929e36,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,95437a7a-1b5b-5018-8cda-d1964aabf10b,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,cf380a7b-b116-5553-8249-ba54da7ec594,Supplemental,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,d9d1588c-b972-55f1-a447-4e70501f16bc,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,304430a8-1cfe-59f4-a82d-c2407abf0496,Supplemental,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,0696470d-1a16-5d90-9475-d3fbfca77592,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,aa52fc97-db9f-550f-a0bb-b54698dc959f,Supplemental,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,91351a3d-b263-5b41-aeab-10aa8913839a,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,0567df26-358a-5498-bb35-dc164bb10b1d,Core,Physical Tool,Public-Facing
48cad427-a58c-540d-b2d6-ee29d70443d9,22729690-59d2-5d2a-b949-fe3d8d6bd17f,Supplemental,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,02ee235d-01a8-5088-9b4e-809597c51de9,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,75fc523c-3c89-59d3-b9d9-fda295c8c605,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,b6e05161-785e-5ef5-80b6-4a57213ef85b,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,bd8336e8-41eb-5c4f-96d8-a0e69bb9db75,Core,Software/Technology,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,1ebda043-eb15-5a03-9e32-d1e9977d8fd1,Supplemental,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,b12cdaf7-f542-53d5-a02a-54215c625bba,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,3b88628c-c0aa-5c4b-9cd5-13ad11017fad,Supplemental,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,15f694e5-13a4-551b-b561-3a9bf560d929,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,2d17ae3b-4273-5aea-a138-c45279fb18b8,Supplemental,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,bf4268a9-e7a0-56ab-9d88-5ae3d2d7b75d,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,d07554b5-0661-5f1b-aa71-f24a12132412,Core,Physical Tool,Outdoors
48cad427-a58c-540d-b2d6-ee29d70443d9,c261a8e4-41b0-546c-8f88-4294d62d78f7,Core,Physical Tool,Outdoors
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,0c609a2e-3253-5fa5-a48e-b3255734921c,Core,Process/Method,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,008352b4-7c50-510a-b5a4-76e1834ac0ce,Core,Physical Action,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,adff106f-75c0-5002-8d95-8cd305116c05,Supplemental,Process/Method,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,0a35e0f1-3476-52d2-be6e-07ec6ffb143d,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,a9345efc-86f5-5641-9088-5076a055a5de,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,a4bbc36c-4c08-56da-8c6e-88c1db08cc6b,Core,Physical Tool,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,d84450e4-8b97-5cf7-8317-c032bf5f6dbc,Core,Theory/Concept,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,d8506405-3f1f-5d66-b690-adcfbbec0075,Core,Physical Action,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,ba2f7deb-302f-58a8-8e43-23d4fd9d259a,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,8d9e4b83-2835-501c-9337-86222330ae46,Core,Process/Method,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,04e33f08-f515-517a-b316-b62a455a3622,Supplemental,Process/Method,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,c6f0f0c4-4701-5438-889b-9377921ae5b3,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,974244f4-d31e-5f53-a0e1-caa5a9d228d6,Core,Software/Technology,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,17db61bd-fdf9-5ec2-99a4-7d6d7d9e28b4,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,a6946626-a556-5025-9a8a-f2ba910ec12b,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,81ca9309-00ae-5403-bf9c-fe851ad4c960,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,24a2a1e3-8ce0-522b-a5bb-e0a1dbd6231e,Supplemental,Physical Tool,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,66e62488-fde8-5edb-82a9-a5fdea9fa1ea,Core,Process/Method,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,28ad827e-9b3d-577c-b650-3bc2e97e1bf7,Core,Physical Tool,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,de3462ed-cb12-5045-9b30-27f7464bc42f,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,9473bca8-c8eb-5b70-8689-fc35c3e32098,Supplemental,Physical Action,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,669c1a87-6500-5c1a-ba66-021ccb39c696,Supplemental,Physical Tool,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,a26db663-8d75-5d01-8cee-145d0c6fe537,Supplemental,Physical Tool,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,9a265bcd-f6ed-528f-b227-3876af45e92d,Core,Software/Technology,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,6d63395d-60b6-57ea-88af-3f068a4be4f4,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,d5ecf47d-297f-5e8a-bc5e-2448add87814,Core,Software/Technology,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,86086f5f-eafc-50cf-8c45-f1dae3f67f27,Core,Process/Method,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,6cc0f98e-f7b2-5251-8329-b3cdd396ab9f,Core,Software/Technology,Indoors (Office/Lab)
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,c19d364c-a4ad-57d5-b086-65e078cda905,Core,Communication,Public-Facing
7c5069b3-acaa-5dda-a049-ae4d5d9879c6,653b5d1b-dc03-504b-983b-ce0b1ba96162,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,24bda7f6-2c75-5876-b694-9d9a82174b61,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,eb8ea038-1177-5b7d-9311-ebe15878f3f2,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,53dbfe6f-22e6-5747-8626-1499a13dd0b3,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,975706fe-9741-5b1e-ab08-8ff5b240a131,Core,Communication,Team-Oriented
b28ce087-b837-53d6-929e-90b46efafc79,b18f08f4-2844-5ffd-a649-f09422ee89c9,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,47a8ccd9-2c90-5a2f-96f4-18cfacc97c51,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,93d7c77f-2df6-5c3b-97a0-fbccade2befa,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,fe3df1d6-68e2-579a-a7b1-a447983e1405,Core,Physical Tool,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,acd2cc37-cf41-54ae-ac8a-2cb750afff57,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,4702dbca-2b3d-5af8-b716-4ab14a12bc82,Core,Physical Action,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,80d6649d-b852-51c9-bdaa-60dc7e3609fe,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,fc532205-082e-5ae3-b356-ed99eee12014,Core,Physical Action,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,10b7568e-0d0e-5083-9e37-637f59ef2e8d,Supplemental,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,7b04d3fe-6f7a-5ead-8f56-43e44c8b584f,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,ea6d240e-339c-5e76-bda1-43082e3835c2,Core,Physical Tool,Indoors (Office/Lab)
b28ce087-b837-53d6-929e-90b46efafc79,1eac6d12-ac1d-594b-a17a-cf16655b0843,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,1e16090c-54ac-5cfa-9e1a-0e703db43e70,Supplemental,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,b981b590-fa7b-59da-b112-e4bd4e4b4334,Core,Communication,Public-Facing
b28ce087-b837-53d6-929e-90b46efafc79,200a6487-2e08-5c88-ba87-7f2ebb375e78,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,200a6487-2e08-5c88-ba87-7f2ebb375e78,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,4314182f-14f5-5159-94c4-0b3d7aa9214d,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,53dbfe6f-22e6-5747-8626-1499a13dd0b3,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,7b04d3fe-6f7a-5ead-8f56-43e44c8b584f,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,1eac6d12-ac1d-594b-a17a-cf16655b0843,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,b981b590-fa7b-59da-b112-e4bd4e4b4334,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,fe3df1d6-68e2-579a-a7b1-a447983e1405,Core,Physical Tool,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,1716203e-c1e0-5c2c-9183-2e1f15854bce,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,4702dbca-2b3d-5af8-b716-4ab14a12bc82,Core,Physical Action,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,610f1a5c-6eba-5cee-8995-85467bcf518c,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,80d6649d-b852-51c9-bdaa-60dc7e3609fe,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,d992fe8f-cacf-50fc-a774-80d6f4344450,Supplemental,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,e5824e5b-fa07-54ef-811c-a0379353aa9a,Supplemental,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,eb8ea038-1177-5b7d-9311-ebe15878f3f2,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,93d7c77f-2df6-5c3b-97a0-fbccade2befa,Core,Communication,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,71b2f22b-8d93-5689-a9d5-e82557b92917,Core,Physical Tool,Public-Facing
c421784b-fe39-552d-b50c-74b6165312df,45872ffd-bbf2-57f0-9385-52064a950e74,Core,Communication,Public-Facing
2c0e8a27-2c99-552b-b534-e7e8715f8f74,d9856f18-7ee8-5785-aab5-137a0b2de48a,Core,Physical Action,Indoors (Office/Lab)
2c0e8a27-2c99-552b-b534-e7e8715f8f74,174d749d-2cb2-5e3d-8dc6-368ca854254e,Core,Communication,Public-Facing
2c0e8a27-2c99-552b-b534-e7e8715f8f74,c1d8bb2b-28b5-516d-ba26-706281aff71b,Core,Physical Action,Indoors (Office/Lab)
2c0e8a27-2c99-552b-b534-e7e8715f8f74,c7b7ac6b-4f7f-5318-aee3-a437e5c4ab3c,Supplemental,Physical Action,Outdoors
2c0e8a27-2c99-552b-b534-e7e8715f8f74,728f88b7-ca61-5ee4-9b90-58eb990d7e23,Core,Physical Action,Outdoors
2c0e8a27-2c99-552b-b534-e7e8715f8f74,2c6ce4a6-56dc-5bb5-b715-64c8a7044ece,Core,Physical Action,Indoors (Office/Lab)
2c0e8a27-2c99-552b-b534-e7e8715f8f74,4c9d233c-6106-518f-98cf-3cd12f0080a4,Supplemental,Physical Action,Indoors (Office/Lab)
2c0e8a27-2c99-552b-b534-e7e8715f8f74,18ef100d-28b5-53ce-b1d3-e46f355c11a3,Core,Physical Action,Indoors (Office/Lab)
2c0e8a27-2c99-552b-b534-e7e8715f8f74,98c6eb17-e5c4-57ca-95b9-6de482ce94ba,Core,Physical Action,Outdoors
2c0e8a27-2c99-552b-b534-e7e8715f8f74,c1cbecfd-ecad-50d6-bc93-2325983eaa94,Core,Physical Action,Public-Facing
2c0e8a27-2c99-552b-b534-e7e8715f8f74,94b29315-a000-577c-b7c6-020e43c6f6e5,Core,Physical Action,Outdoors
2c0e8a27-2c99-552b-b534-e7e8715f8f74,e0609b19-3a26-53c3-8328-33b4057c8263,Core,Physical Action,Outdoors
2c0e8a27-2c99-552b-b534-e7e8715f8f74,fe85c4da-5641-5907-b766-21d273746faf,Core,Physical Action,Outdoors
2c0e8a27-2c99-552b-b534-e7e8715f8f74,0985d158-046a-5111-a318-875bae116c55,Core,Physical Action,Outdoors
